# 전역 수치 상수 — src/shared/constants.ts 가 이 표를 읽는다 (K.num / K.bool).
# key 는 코드가 찾는 이름이므로 바꾸지 않는다. 고치는 것은 value 뿐이다.
key,value,note
SANDWORM_P_PER_LIGHT,0.12,"자격 인원 한 명의 가중치 — 조금 무거움(light)."
SANDWORM_P_PER_HEAVY,0.25,"자격 인원 한 명의 가중치 — 무거움 · 과적(heavy · over). 3명이면 0.75, 4명이면 1.0(상한)."
SANDWORM_P_NEAR_M,20,"거리 계수: 무리 중심까지의 평균 거리가 이 값(m) 이하면 계수 1 (가까울수록 높다)."
SANDWORM_P_FAR_MUL,0.25,"거리 계수: 평균 거리가 SANDWORM_GROUP_RADIUS 에 닿을 때의 계수 (그 사이는 선형). 2명 light 가 40 m 에 흩어져 있으면 0.24 × 0.25 = 0.06 × 위협 배수."
SANDWORM_P_LURE,0.15,"활성 유인 수류탄(가젯 lure 배치물 · 유인 종류의 distraction)이 무리 중심 SANDWORM_LURE_RANGE_M 안에 있으면 검사 확률에 더하는 값. 자격 무리가 없으면 유인만으로는 나오지 않는다."
SANDWORM_LURE_RANGE_M,60,"유인 수류탄이 땅굴벌레 확률에 얹히고 분출 자리 후보가 되는 거리(m, 무리 중심 기준)."
SANDWORM_LURE_SPOT_CHANCE,0.6,"굴림이 성공했을 때 분출 자리를 무리 중심 대신 유인 수류탄 자리로 고를 확률 (땅 검사에 실패하면 다른 쪽을 쓴다)."
SANDWORM_WEAK_HP,250,"위협 1 행성의 어린 땅굴벌레(sandworm_weak) 최대 체력 — 고정값, 굴리지 않는다 (사용자 결정 750, 2026-09-17 적 체력 1/3 → 250). enemies.csv 의 raidXp 는 옛 값 75 를 따로 적는다."
SANDWORM_WEAK_SCALE,0.7,"어린 땅굴벌레의 몸 크기 배수 — enemies.csv 의 반지름 · 높이 · 머리 구가 이 식을 쓰고(리그가 그 값으로 지어진다) 분출 판정 반경 · 넉백 반경도 이만큼 줄어든다 (피해량은 그대로, 사용자 결정 70 %)."
BURROW_GROUND_CHECK_R,6,"호스트가 분출 자리에 요구하는 맨땅 원의 반지름(m) — WorldRef.burrowGroundOk(x, z, r). 몸통 반지름 2.2 + 흙 무덤(반지름 × 1.9)이 들어가는 크기다. 진동 장치 미리보기는 자기 반지름을 따로 쓴다."
BURROW_GROUND_RING_SAMPLES,8,"burrowGroundOk 가 원 둘레(반지름 r 과 r/2 두 고리)에서 지형을 재는 표본 수 (+ 중심 1)."
BURROW_GROUND_MAX_RISE_M,1.5,"표본들의 지형 높이 최고 − 최저가 이 값(m)을 넘으면 파고 나올 수 없는 땅이다."
BURROW_GROUND_MAX_SLOPE,0.35,"표본 어느 하나의 지형 경사(Terrain.getSlopeAt, 0 = 평지 … 1 = 수직)가 이 값을 넘으면 파고 나올 수 없는 땅이다."
BURROW_GROUND_NEST_CLEAR_M,18,"둥지 구멍에서 이 거리(m) 안은 파고 나올 수 없다 (작은 둔덕이 구멍에서 최대 14.5 m + 3.6 m 까지 선다)."
# ── end 2026-09-15 땅굴벌레 등장 판정 개편 ──
# ── end 2026-09-13 굴착 스폰 · 땅굴벌레 ──
# ── 2026-09-13 요리 미니게임 (로더 = src/shared/cooking.ts) ──
COOK_SCORE_PERFECT,1,"조리 판정 한 번이 단계 점수(판정들의 평균)에 넣는 값 — 완벽."
COOK_SCORE_GOOD,0.6,"조리 판정 한 번이 넣는 값 — 좋음. 실패는 0."
COOK_LEAD_BEATS,3,"박자 게임(썰기 · 볶기)의 예비 박자 수 — 첫 표식이 판정선까지 걸어오는 동안의 입력은 무시한다."
COOK_CHOP_CUTS,5,"썰기 한 번의 칼질 수 (사용자 명세 「좌클 5번 탁탁탁」)."
COOK_CHOP_BEAT_S,0.75,"썰기 박자 간격(초)."
COOK_CHOP_WINDOW_S,0.15,"썰기 판정 창(±초). 이 값의 1/3 안이면 완벽. 창 밖 헛클릭은 다음 표식의 실패다 (연타 방지)."
COOK_MINCE_FILL,0.1,"다지기: 클릭 한 번에 그 게이지(좌클릭 = 좌우 · 우클릭 = 상하)가 차는 양 (0 … 1)."
COOK_MINCE_DRAIN,0.05,"다지기: 같은 버튼을 연달아 누를 때마다 반대쪽 게이지가 줄어드는 양 — 번갈아 눌러야 빠르다."
COOK_MINCE_PERFECT_S,5,"다지기: 두 게이지를 다 채운 시간이 이 안이면 단계 점수 1."
COOK_MINCE_ZERO_S,12,"다지기: 이 시간 이상이면 단계 점수 0 (사이는 선형)."
COOK_MINCE_MAX_S,14,"다지기: 이 시간이 지나면 채운 만큼으로 강제로 끝낸다 (점수 0)."
COOK_GRILL_DEFAULT_S,6,"굽기: cook_grill.csv 에 없는 재료 조각이 0 → 100 % 익는 시간(초)."
COOK_GRILL_STAGGER_S,0.8,"굽기: 조각이 차례로 이만큼 늦게 불에 닿는다(초) — 같은 재료끼리도 타이밍이 겹치지 않게."
COOK_GRILL_FLIP_PERFECT,0.10,"굽기: 뒤집기 완벽 폭 — 진행도가 50 % ± 이 값 안에서 뒤집으면 완벽."
COOK_GRILL_FLIP_GOOD,0.25,"굽기: 뒤집기 좋음 폭 (50 % ± 이 값). 밖이면 실패(그래도 뒤집힌다). 안 뒤집고 꺼내면 뒤집기 실패."
COOK_GRILL_DONE_PERFECT,0.10,"굽기: 꺼내기 완벽 폭 — 100 % ± 이 값."
COOK_GRILL_DONE_GOOD,0.25,"굽기: 꺼내기 좋음 폭 (100 % ± 이 값). 밖이면 실패."
COOK_GRILL_EARLY_REMOVE,0.8,"굽기: 안 뒤집은 조각을 클릭했을 때 진행도가 이 값 이상이면 뒤집지 않고 곧장 꺼낸다 (뒤집기 실패로 친다)."
COOK_GRILL_BURN_AT,1.7,"굽기: 진행도가 이 값에 닿으면 조각이 타서 저절로 내려간다 (남은 판정 전부 실패)."
COOK_STIRFRY_BEAT_S,0.9,"볶기 박자 간격(초)."
COOK_STIRFRY_WINDOW_S,0.2,"볶기 판정 창(±초, 사용자 명세 「매우 널널」). 1/3 안이면 완벽. 한 박자에 한 번만 판정한다."
COOK_STIRFRY_FILL_PERFECT,0.2,"볶기: 완벽 판정 한 번에 바가 차는 양 (0 … 1)."
COOK_STIRFRY_FILL_GOOD,0.14,"볶기: 좋음 한 번에 차는 양."
COOK_STIRFRY_FILL_MISS,0.07,"볶기: 타이밍이 안 맞아도 차는 양 (사용자 명세 「안 맞아도 채워진다」)."
COOK_STIR_TIME_S,4,"젓기: 좌클릭을 누르고 있어야 하는 누적 시간(초) — 이만큼 저으면 끝난다."
COOK_STIR_HEAT_RISE,0.28,"젓기: 손을 뗐을 때 온도가 오르는 속도(/초, 온도 0 … 1)."
COOK_STIR_HEAT_FALL,0.22,"젓기: 누르고 있을 때 온도가 내려가는 속도(/초)."
COOK_STIR_SURGE,0.5,"젓기: 끓어오름 파동 — 오르는 속도에 곱하는 (1 + 이 값 × sin) 의 세기."
COOK_STIR_SURGE_S,2.2,"젓기: 끓어오름 파동의 주기(초)."
COOK_STIR_BAND_LOW,0.35,"젓기: 초록 구간 아래 끝 (시작 온도는 구간 한가운데)."
COOK_STIR_BAND_HIGH,0.65,"젓기: 초록 구간 위 끝."
COOK_STIR_PERFECT_RATIO,0.8,"젓기: 초록 구간에 머문 시간 비율이 이 이상이면 단계 점수 1."
COOK_STIR_ZERO_RATIO,0.25,"젓기: 비율이 이 이하면 단계 점수 0 (사이는 선형)."
COOK_POUR_RAMP_S,0.3,"붓기: 누르기 시작하면 흐름이 0 → 100 % 로, 떼면 100 → 0 % 로 가는 시간(초) (사용자 명세 「0.3초쯤」)."
COOK_POUR_RATE_ML_S,200,"붓기: 흐름 100 % 일 때 비커에 들어가는 양(ml/초)."
COOK_POUR_SETTLE_S,0.8,"붓기: 흐름이 0 이 된 뒤 이만큼 다시 누르지 않으면 판정한다(초). 그 전에는 더 부을 수 있다."
COOK_POUR_PERFECT_ERR,0.08,"붓기: 목표량과의 오차 비율이 이 안이면 단계 점수 1."
COOK_POUR_ZERO_ERR,0.45,"붓기: 오차 비율이 이 이상이면 단계 점수 0 (사이는 선형)."
GYM_GOOD_OF_PERFECT,1.6,"헬스 · 비디오게임: 「좋음」 띠의 반폭 = 완벽 띠(= 판정 창) × 이 값 (2026-09-14 — 완벽 = 보이는 노트 지름)."
COOK_GOOD_OF_PERFECT,1.6,"요리: 「좋음」 띠의 반폭 = 완벽 띠 × 이 값. 반 박자로 클램프한다."
COOK_STEP_TIMEOUT_MUL,3,"요리: 입력이 오지 않아도 단계가 멈추지 않게 하는 안전핀 — 제대로 하는 시간 × 이 값이 지나면 그때까지의 점수로 끝낸다."
COOK_POUR_BEAKER_MUL,1.6,"붓기: 비커 용량 = 목표량 × 이 값. 넘치면 곧장 판정한다."
# ── end 2026-09-13 요리 미니게임 ──
# ── 2026-09-13 탐사 차량 — 공용 (규칙은 src/shared/types.ts 의 탐사 차량 절) ──
ROVER_BOARD_HOLD_S,1,"탐사 차량 탑승 E 홀드 시간(초). 정차 중(stopped · departing)에만."
ROVER_EXIT_HOLD_S,1,"탐사 차량 하차 E 홀드 시간(초). 출발한 뒤(patrol · trip)에는 하차할 수 없다."
ROVER_DWELL_S,60,"정류장마다 정차하는 시간(초, 사용자 결정 60). 탑승자가 있고 결제 전이면 줄지 않는다."
ROVER_DEPART_GRACE_S,5,"요금을 낸 뒤 출발까지의 유예(초). 유예 중에는 타고 내릴 수 있다."
ROVER_HP,2000,"탐사 차량 체력. 적과 재해만 깎는다. 0 이면 파괴 — 그 레이드는 사용 불가."
ROVER_HAZARD_DAMAGE_MUL,5,"재해 구역 안의 차량이 받는 피해 배수 (그 순간 재해의 초당 피해 × 이 값)."
ROVER_FARE_MIN,150,"요금 하한(크레딧, 전원분). 요금 = 10 단위 반올림(MIN + 이동 거리 × ROVER_FARE_PER_M) 을 [MIN, MAX] 로 자른다. 서버도 이 범위만 본다."
ROVER_FARE_MAX,600,"요금 상한(크레딧)."
ROVER_FARE_PER_M,0.6,"이동 거리(m, 고리의 짧은 쪽) 1 m 당 더하는 요금."
# ── [R1] 경로 · 정류장 · 흙길 (owner: world/rover RoverRoad · world/layout) ──
ROVER_ROUTE_CLEARANCE_M,7,"탐사 차량 흙길 중심선 좌우로 아무것도 놓지 않는 회랑의 반폭(m). 구조물 · 폐허 · 둥지 · 탈출 패드 · 크레이터 · 소품 · 상자 · 채집물 · 적 실외 스폰이 이 안에 들어오지 않는다 (차체 반폭 약 1.6 m + 여유)."
ROVER_STATION_COUNT_MIN,4,"한 행성에 서는 탐사 차량 정류장 수의 하한 (레이아웃 시드로 뽑는다)."
ROVER_STATION_COUNT_MAX,5,"정류장 수의 상한."
ROVER_STATION_MIN_GAP_M,140,"정류장끼리의 최소 직선 거리(m). 정류장은 맵 중심 둘레로 고르게 나눈 각도 칸에 하나씩 서므로 보통 이보다 훨씬 멀다."
ROVER_STATION_ANGLE_JITTER,0.22,"정류장 각도 흔들기 — 고른 각도 칸 폭에 대한 비율(±). 클수록 간격이 불규칙해진다 (0.5 미만이어야 순서가 뒤집히지 않는다)."
ROVER_STATION_PAD_R,10,"정류장 부지(평탄화 패드)의 반지름(m). 차량이 서는 흙길 한가운데와 표지 기둥을 덮는다."
ROVER_STATION_PAD_BLEND,10,"정류장 부지 가장자리에서 원래 지형으로 이어지는 폭(m)."
ROVER_RING_MIN_M,150,"흙길 · 정류장이 맵 중심에서 떨어져야 하는 최소 거리(m). 순환 선로가 있으면 선로 고리 + 두 회랑 + ROVER_RAIL_GAP_M 까지 자동으로 넓힌다 (흙길이 선로를 가로지르지 않는다)."
ROVER_ROUTE_BOUND_M,248,"흙길 중심선이 갈 수 있는 |x| · |z| 의 최대(m). 맵 가장자리 절벽이 시작되기 전이다."
ROVER_RAIL_GAP_M,6,"순환 선로 회랑과 흙길 회랑 사이에 더 비우는 폭(m)."
ROVER_SPAWN_GAP_M,20,"강하 지점 부지 가장자리에서 흙길 회랑 · 정류장 부지까지 더 비우는 거리(m). 계획 시도의 앞 절반에만 건다 — 뒤 절반은 0 (왕복 선로 끝 플랫폼과 강하 지점 사이가 좁은 맵)."
ROVER_ROUTE_WIGGLE_M,18,"정류장 사이 구간이 맵 중심 쪽/바깥쪽으로 휘는 최대 폭(m). 구간마다 시드로 뽑는다."
ROVER_PLAN_STEP_M,10,"레이아웃 단계 경로 점 간격(m). 회랑 검사 · 수리 · 회전 반경 검사가 이 점열을 본다."
ROVER_PLAN_ATTEMPTS,64,"경로 계획 재시도 횟수. 전부 실패하면 그 레이드에는 탐사 차량이 없다."
ROVER_MIN_TURN_RADIUS_M,18,"흙길의 최소 회전 반경(m). 이보다 급한 굽이가 생긴 계획은 버리고 다시 뽑는다."
ROVER_ROUTE_STEP_M,3,"세운 흙길(RoverRouteDef.points)의 점 간격(m) — Catmull-Rom 으로 다시 뽑는다."
ROVER_ROUTE_SMOOTH_PASSES,6,"노면 높이 평활화 횟수 ([1,2,1]/4, 매번 지형보다 낮아지지 않게 올린다). 차량이 지형 요철에 떨지 않게 한다."
ROVER_ROAD_HALF_WIDTH_M,2.6,"흙길 그림의 반폭(m). 바퀴자국 두 줄이 이 안에 그려진다. 콜라이더는 없다."
ROVER_ROAD_LIFT_M,0.06,"흙길 그림을 지형 위로 띄우는 높이(m, polygonOffset 과 함께 z-fighting 방지)."
ROVER_POLE_OFFSET_M,4.4,"정류장 표지 기둥이 흙길 중심선에서 옆(맵 바깥쪽)으로 물러난 거리(m). 차체 반폭보다 넉넉해야 차량이 기둥을 스치지 않는다."
ROVER_POLE_HEIGHT_M,5.2,"정류장 표지 기둥 높이(m). 꼭대기에 발광 비콘(광원 아님)이 달린다."
# ── end [R1] ──
# ── [R2] 차량 · 포탑 · 동기화 (owner: world/rover Rover) ──
ROVER_PATROL_SPEED,9,"빈 차 순환 주행의 최고 속도(m/s)."
ROVER_TRIP_SPEED,12,"결제 이동의 최고 속도(m/s). 부딪힘 피해 · 넉백의 기준 속도이기도 하다."
ROVER_ACCEL,2.5,"출발 가속(m/s²)."
ROVER_BRAKE,2.2,"정류장 앞 감속(m/s²). 제동 거리 = 속도² / (2 × 이 값) — 결제 이동 최고 속도에서 약 33 m."
ROVER_TURN_RATE,0.9,"서 있는 차가 제자리에서 도는 속도(rad/s). 결제 이동이 반대 방향이면 출발 유예(5초) 안에 반 바퀴(약 3.5초)를 돈다."
ROVER_ALIGN_EPS,0.12,"차체가 진행 방향과 이 각(rad) 안이어야 출발한다 (그 전에는 제자리 회전)."
ROVER_SEATS,4,"좌석 수 (분대 최대 인원)."
ROVER_BOARD_RANGE,5,"탑승 상호작용 거리(m, 차체 가운데 기준 — 반길이 3.75 m 를 덮는다)."
ROVER_BOARD_CHECK_RANGE,10,"호스트가 분대원의 탑승 요청을 받아들이는 거리(m, 스냅샷 위치 — 지연 여유 포함)."
ROVER_CAMERA_DISTANCE,11,"탑승 궤도 카메라의 기본 거리(m) — RoverRideBinding.cameraDistance."
ROVER_HALF_LENGTH,3.75,"차체 반길이(m, 전방 축). 콜라이더 · 적 타격 판정 · 하차 자리가 쓴다."
ROVER_HALF_WIDTH,1.5,"차체 반폭(m)."
ROVER_HEIGHT,2.8,"포탑 포함 전체 높이(m) — 적 타격 판정 상자의 높이 (RoverRef.height)."
ROVER_HULL_H,2.2,"차체 콜라이더 상자 높이(m). 포탑은 그림뿐이다."
# 2026-09-21: ROVER_TURRET_RANGE · _DAMAGE · _INTERVAL_S 는 앞뒤 포탑이 따로 생기면서 사라졌다 (ROVER_TURRET_FRONT_* · _REAR_*).
ROVER_TURRET_RETARGET_S,0.5,"포탑이 표적을 다시 고르는 간격(초)."
ROVER_TURRET_TURN_RATE,3,"포탑 회전 속도(rad/s)."
ROVER_TURRET_AIM_CONE,0.15,"표적이 포탑 정면에서 이 각(rad) 안이어야 쏜다."
ROVER_HIT_SPEED_MIN,4,"이 속도(m/s) 밑으로 달리는 차량은 부딪혀도 아무 일 없다."
ROVER_HIT_DAMAGE,40,"결제 이동 최고 속도로 적을 쳤을 때의 피해 (속도에 비례). 플레이어는 넉백만 받는다. 2026-09-17 (1/3 개편): 120 → 40."
ROVER_HIT_KNOCKBACK,9,"부딪혔을 때 튕겨 나가는 속도(m/s, 최고 속도 기준)."
ROVER_HIT_COOLDOWN_S,1.2,"같은 대상이 다시 부딪힐 수 있게 되기까지의 시간(초)."
ROVER_NET_INTERVAL,0.25,"호스트가 차량 상태를 방송하는 주기(초). 상태 · 탑승자 · 체력이 바뀌면 곧바로도 보낸다."
ROVER_SNAP_M,10,"클라이언트가 받은 진행거리와 이만큼(m) 넘게 벌어지면 보간하지 않고 맞춘다."
ROVER_EXIT_GAP_M,1.2,"하차 자리가 차체 가장자리에서 떨어진 거리(m, 몸 반지름 별도)."
ROVER_CLANG_GAP_S,0.35,"차량 피격음(rover_clang)의 최소 간격(초) — 적 무리에 둘러싸여도 소리가 겹쳐 뭉개지지 않게."
# ── end [R2] ──
# ── [R3] 탑승 모드 · 궤도 카메라 (owner: player) ──
ROVER_CAM_ELEV_MIN_DEG,-10,"탑승 궤도 카메라의 최저 고도각(도, 초점 기준 — 음수 = 초점보다 아래에서 올려다본다)."
ROVER_CAM_ELEV_MAX_DEG,60,"탑승 궤도 카메라의 최고 고도각(도 — 차 위에서 내려다본다)."
ROVER_CAM_ELEV_START_DEG,18,"탑승 순간 카메라 고도각(도). 방향은 차 뒤."
ROVER_CAM_ZOOM_MIN_MUL,0.6,"휠 확대 하한 — 차량이 준 기본 거리(RoverRideBinding.cameraDistance) × 이 값."
ROVER_CAM_ZOOM_MAX_MUL,1.6,"휠 축소 상한 — 기본 거리 × 이 값."
ROVER_CAM_ZOOM_STEP,0.12,"휠 한 칸에 바뀌는 거리 비율 (지금 거리 × 이 값)."
ROVER_CAM_ZOOM_RATE,6,"충돌로 당겨졌던 거리가 원래 거리로 풀리는 감쇠율 (당겨질 때는 즉시)."
ROVER_CAM_SMOOTH_RATE,24,"카메라 위치가 원하는 자리를 따라가는 감쇠율 (클수록 차에 딱 붙는다 — 10 m/s 에서 지연 ≈ 속도 / 이 값 m)."
ROVER_CAM_COLLISION_PAD,0.4,"궤도 카메라가 지형 · 구조물에 부딪힌 점에서 떨어져 서는 거리(m)."
ROVER_CAM_MIN_DIST,2.5,"충돌로 당겨져도 초점에서 이보다 가까이 오지 않는다(m)."
ROVER_CAM_FLOOR,0.5,"궤도 카메라가 지형 위로 떠 있는 최소 높이(m)."
ROVER_SAFE_SIDE_M,3.5,"탑승 중 세이브 · 강제 해제(사망 · 리셋)가 몸을 두는 자리 — 좌석에서 차량 오른쪽으로 이 거리(m), 지면에 붙인다."
ROVER_REMOTE_EXIT_HIDE_S,0.3,"원격 분대원이 내린 뒤 아바타를 이만큼(초) 더 숨긴다 — 좌석에서 하차 자리로 보간되는 모습이 보이지 않게."
# ── end [R3] ──
# ── [R4] 적이 차량을 노린다 (owner: enemies) ──
ROVER_AGGRO_S,12,"탐사 차량 포탑 · 들이받기에 맞은 적(과 그 무리)이 차량을 노리는 시간(초). 이 동안은 플레이어보다 차량이 먼저다."
ROVER_AGGRO_GROUP_RADIUS,16,"차량에 맞은 적의 같은 팩션 무리 반경(m) — 이 안의 적도 함께 깨어나 차량을 노린다."
ROVER_NOTICE_STOPPED_M,14,"정류장에 **서 있는** 차량을 적이 알아채는 거리(m, 차체 가장자리까지 · 사선 필요). 달리는 차량은 평소 시야 · 청각 반경으로 알아챈다."
# ── end [R4] ──
# ── end 2026-09-13 탐사 차량 ──
# ── 2026-09-13 서재 시리즈 · 비디오게임 · 요리/연구 숙련 (src/housing/README.md Decisions) ──
SHELF_SERIES_VOLUME_SHARE,0.1,"서재 시리즈 몫 — 전권이 아니면 꽂힌 서로 다른 권마다 원래(전권) 보너스의 이만큼, 전권이면 100 % (사용자 결정: V 시리즈 4권 = 40 %)."
GAME_DISC_SLOTS_PER_STAND,12,"게임 디스크 전시대 한 대의 칸 수 (2026-09-14: 6 → 12)."
COOK_SKILL_SCORE_AT_MAX,0.15,"요리 숙련 최대치에서 조리 단계 점수에 더하는 값 (직접 하기 · 자동 모두, 단계 점수는 1 로 자른다)."
COOK_SKILL_XP,0.8,"조리 한 번이 주는 요리 숙련 경험치 — 실제 = 이 값 × max(0.25, 요리 점수). tuning.csv 의 CRAFT_XP(0.5) · CRATE_OPEN_XP(0.4) 와 같은 눈금이다."
RESEARCH_TIME_AT_MAX,0.3,"연구 숙련 최대치에서 분석 시간이 줄어드는 비율 (0.3 = −30 %). 넣는 순간 확정."
RESEARCH_REFUND_CHANCE_AT_MAX,0.35,"연구 숙련 최대치에서 추출기 · 조합대 · 3D 프린터 제작 완료 시 재료 일부를 돌려받을 확률."
RESEARCH_REFUND_FRAC_MIN,0.2,"돌려받을 때 재료마다 돌려받는 비율 — 연구 숙련 0. 재료당 최소 1 개."
RESEARCH_REFUND_FRAC_MAX,0.5,"돌려받는 비율 — 연구 숙련 최대."
RESEARCH_XP_ANALYSIS,1.2,"분석 한 칸을 회수할 때 연구 숙련 경험치 (해석은 현실 시간이 걸려 제작 1회보다 크게)."
RESEARCH_XP_CRAFT,0.5,"추출기 · 조합대 · 3D 프린터 제작 1회(수량 1)당 연구 숙련 경험치 (CRAFT_XP 와 같은 값)."
# ── end 2026-09-13 서재 시리즈 ──

# ── 2026-09-14 튜토리얼 개편 · 낙하 피해 (src/tutorial/README.md Decisions) ──
# 낙하 피해는 **전역**이다 (사용자 결정) — 실드 → 체력 순으로 평소 피해 경로를 그대로 탄다.
FALL_DAMAGE_SAFE_M,5,"이 높이까지 떨어져도 피해가 없다 (m). 함선 데크 · 2층 바닥 · 낮은 바위에서 뛰어내리는 평소 동선은 전부 이 안이다."
FALL_DAMAGE_PER_M,9,"안전 높이를 넘은 1 m 당 피해. 12 m 낙하 = (12-5)x9 = 63 — 실드 없는 맨몸이면 위험하고 방탄복 III(60)면 견딘다."
FALL_DAMAGE_MAX,260,"한 번의 낙하로 받는 피해 상한. 맨몸(100) · 실드 최대(100)를 함께 넘기므로 아주 높은 곳은 사실상 즉사다."
TUTORIAL_ENEMY_SENSE_M,12,"튜토리얼 전용 적의 감지 반경 (m). 체크포인트는 이 거리 밖에 둔다 — 무기를 잃고 부활한 사람이 자기 시체까지 갈 수 있어야 한다."
TUTORIAL_ENEMY_LEASH_M,22,"자기 자리에서 이 거리를 벗어나면 돌아간다. 튜토리얼 적은 구간 밖까지 쫓아오지 않는다."
TUTORIAL_RESPAWN_DELAY_S,2.5,"튜토리얼 사망 → 체크포인트 부활까지 (사망 연출을 보여 주되 기다리게 하지 않는다)."
TUTORIAL_INTRO_WAKE_S,9,"오프닝 기상 연출 — 쓰러진 몸을 비추다 일어서서 백뷰로 컷할 때까지. 2026-09-14 3차: 4.5 → 9 (일어서는 속도를 절반으로 · 밝아지는 데 약 2초)."
TUTORIAL_COMPASS_FADE_S,1.2,"기상 연출이 끝나 카메라가 백뷰로 돌아온 뒤 나침반이 서서히 나타나는 시간 (s). CSS 전이가 아니라 코드가 opacity 를 올린다 — OS 가 애니메이션 효과를 끄면(prefers-reduced-motion) CSS 전이는 0.01 ms 로 잘린다."
TUTORIAL_RETICLE_FADE_S,1,"기상 연출이 끝나 카메라가 백뷰로 돌아온 뒤 크로스헤어가 서서히 나타나는 시간 (s). 연출 동안에는 보이지 않는다. 나침반과 같은 이유로 코드가 opacity 를 올린다."
TUTORIAL_RAID_XP,120,"튜토리얼 레이드 완주 보상 XP — **본편 정산식(처치 경험치 enemies.csv raidXp)을 대신한다**. 120 = XP_BASE = 정확히 레벨 2 라 함선에서 능력치 포인트 투자를 바로 배운다. 2026-09-15 (A-17): 900 은 누적 곡선(Lv.2 120 · Lv.3 426 · Lv.4 955)에서 레벨 3 이었다. XP_BASE 를 고치면 이 줄도 같이 본다."
# 자세별 몸 높이 (발 위 클리어런스, m) — 낮은 통로를 앉아서 지나는 판정의 원본.
# 서 있을 때는 지금까지와 같은 BOX_HEADROOM(2.1) 을 그대로 쓴다 — 본편 동선은 한 곳도 안 바뀐다.
PLAYER_CROUCH_CLEARANCE_M,1.3,"앉은 몸이 요구하는 머리 위 공간 (m). 이보다 낮은 상자 밑으로는 앉아도 못 간다. 눈높이 EYE_CROUCH(1.15) 위로 여유를 조금 둔 값."
PLAYER_PRONE_CLEARANCE_M,0.7,"엎드린 몸의 머리 위 공간 (m). 드론 환풍구(인방 0.6)보다 높아 사람은 여전히 그리로 못 지난다."
TUTORIAL_START_HP,4,"튜토리얼에서 깨어날 때의 체력 — 사용자 명세의 「딸피라 벌레에게 공격당하면 사망」. 그래서 **`enemies.csv` 의 scavenger `attackDamage`(4) 이하**여야 하고, 그 값을 고치면 이 줄도 같이 본다. 솔로 레이드라 체력 0 = 즉사(전투불능 없음) → 체크포인트. 회복 안내(heal 단계)까지 이 값으로 유지된다."
# ── end 2026-09-14 튜토리얼 ──
# ── 2026-09-15 낙하 피드백 · 화염 지대 · 병사 림 (docs/TODO.md B-14 · B-16 · D-7) ──
FALL_SHAKE_PER_DAMAGE,0.012,"낙하 피해 1 당 화면 흔들림 세기 (camera:shake intensity). 12 m 낙하 63 피해 = 0.76."
FALL_SHAKE_MAX,1.1,"낙하 흔들림 세기 상한."
FALL_SHAKE_S,0.35,"낙하 흔들림 길이 (s)."
FALL_VIGNETTE_S,0.6,"낙하 피격 붉은 비네트가 사라지는 데 걸리는 시간 (s)."
FALL_VIGNETTE_FULL_DAMAGE,80,"이 피해에서 비네트가 가장 진하다 (그 아래는 비례)."
FALL_REMOTE_SOUND_RANGE,45,"분대원의 낙하 착지음이 들리는 거리 (m). 적 발소리 곡선(ENEMY_STEP_RANGE 45)과 같은 크기."
GRENADE_INCENDIARY_RADIUS,3.5,"화염 수류탄 화염 지대 반경 (m). 2026-09-15 화염 통합(사용자 결정)으로 화염 지대를 만드는 정의는 이 하나뿐이라 GADGET_INCENDIARY_RADIUS 는 은퇴했다 (src/shared/constants.ts 가 그렇게 기록한다). 초당 피해는 GADGET_INCENDIARY_DPS 를 같이 쓴다."
GRENADE_INCENDIARY_DURATION,6,"화염 수류탄 화염 지대 지속 (s). 2026-09-15 화염 통합으로 GADGET_INCENDIARY_DURATION 은 은퇴했다 — 살아 있는 GADGET_INCENDIARY_* 는 DPS 하나다."
GRENADE_INCENDIARY_BLAST_DAMAGE,30,"화염 수류탄 폭발의 중심 피해 (2026-09-17 사용자 결정: 40 → 30, 중심 30 · 바깥 15) — 파편 수류탄(GRENADE_DAMAGE 60)의 반이라 불을 붙이는 작은 폭발이다. 적도 플레이어도 고폭과 **같은** EXPLOSION_* 2단 계단 감쇠를 타고, 플레이어 몫은 GRENADE_PLAYER_DAMAGE_MUL 이 더 깎는다. 진짜 피해는 화염 지대(GADGET_INCENDIARY_DPS)가 낸다."
GRENADE_INCENDIARY_BLAST_RADIUS,3,"화염 수류탄 폭발 반경 (m) — 화염 지대(GRENADE_INCENDIARY_RADIUS 3.5)보다 조금 작다. 고폭은 GRENADE_RADIUS."
FIRE_ZONE_CRACKLE_S,0.7,"화염 지대가 살아 있는 동안 지지직 소리를 내는 간격 (s). 적 · 플레이어 지대 공용."
FIRE_ZONE_DRONE_HEIGHT,2.5,"화염 지대 바닥에서 이 높이(m) 아래의 드론만 탄다 — 지상 드론은 늘, 공중 드론은 낮게 떴을 때만."
FIRE_ZONE_DANGER_RANGE,35,"HUD 위험 표시가 화염 지대를 보여 주는 거리 (m, 지대 가장자리 기준)."
SOLDIER_RIM_STRENGTH,0.7,"병사 재질 가장자리(fresnel) 발광 세기, 0 = 끔 (D-7). 이끼 · 독성 녹색 팔레트에서 어두운 장갑이 배경에 묻히지 않게 한다. 광원이 아니라 셰이더라 점광원 수는 그대로다."
